x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,etiqueta
0.5929353,0.7262222,7.363215e-11,0.5457623,0.6887357,-0.0389948,0.5095426,0.57342625,-0.047871944,0.49960405,0.46044993,-0.052724987,0.50289756,0.38705277,-0.052388623,0.53317755,0.4870117,0.00016407516,0.53487176,0.40799946,-0.01230174,0.537704,0.49208397,-0.011087643,0.53925437,0.5286229,-0.009471509,0.5704636,0.4875826,0.0075771874,0.56943405,0.40602642,-0.02296657,0.56582874,0.5170406,-0.0332766,0.56695664,0.54152817,-0.028787017,0.6028715,0.49409765,0.008488999,0.605195,0.4164989,-0.025356712,0.5955846,0.5141985,-0.032642465,0.5971499,0.5452891,-0.025113922,0.63613164,0.50110096,0.00586846,0.6383358,0.44299108,-0.012278791,0.628004,0.5088515,-0.016629107,0.6272058,0.539411,-0.012966579,A
0.5729045,0.73116815,1.3800791e-10,0.52492523,0.6987587,-0.037803803,0.48733008,0.58078796,-0.04548944,0.47708774,0.4654064,-0.049538817,0.47855997,0.39392936,-0.048221532,0.51178205,0.49484718,0.004254328,0.5113715,0.41618323,-0.0070010717,0.5153124,0.49994093,-0.005233201,0.5177506,0.5355786,-0.003386443,0.5484977,0.49325877,0.01083972,0.5457017,0.41275898,-0.017995477,0.5437186,0.5223672,-0.02803373,0.54621345,0.54565036,-0.023601623,0.5801641,0.49828544,0.010783542,0.58072925,0.42242602,-0.021703962,0.57263595,0.52260864,-0.028243046,0.5759259,0.55377847,-0.020275498,0.61324805,0.5035651,0.0070942976,0.61335754,0.44292322,-0.0100474935,0.6040369,0.50907224,-0.013650005,0.6048884,0.53913474,-0.009471889,A
0.5564932,0.728483,4.7037586e-11,0.5081414,0.70214,-0.038581368,0.4690054,0.5851566,-0.047969382,0.45765907,0.47136447,-0.05324524,0.4580419,0.39731705,-0.05330975,0.4915067,0.49368855,-0.0018542085,0.49364284,0.4158127,-0.01410726,0.49809977,0.49763903,-0.012338899,0.49848324,0.53385943,-0.010410922,0.5288564,0.49186343,0.0052567082,0.52716905,0.4135763,-0.023408473,0.5259029,0.5213036,-0.031653762,0.5261835,0.5450465,-0.02628537,0.5610775,0.4964277,0.006061704,0.562243,0.42207193,-0.025531337,0.5556565,0.5205676,-0.029920494,0.55662537,0.5503101,-0.020999717,0.59399575,0.5020412,0.0031456552,0.59504247,0.4433699,-0.013382016,0.5866909,0.5110476,-0.015578178,0.5855671,0.54102904,-0.0104551595,A
0.5383152,0.7254126,-1.6580709e-10,0.49000165,0.7001611,-0.04140932,0.45035264,0.5817781,-0.051014915,0.4392109,0.46589231,-0.056188375,0.43949217,0.39304525,-0.05611157,0.4732589,0.4933378,-0.002206247,0.4720435,0.414705,-0.015182543,0.47661167,0.49893835,-0.013971387,0.47882617,0.53397155,-0.012438741,0.5104452,0.49094415,0.0055792695,0.5062369,0.4105005,-0.02434519,0.5056382,0.5213921,-0.033778492,0.50857276,0.5441589,-0.028972208,0.5425428,0.4947286,0.006528308,0.5414523,0.41945484,-0.026771007,0.5348756,0.5204195,-0.03267783,0.538686,0.5501541,-0.024374317,0.5760895,0.49857318,0.0035064965,0.57403547,0.44063398,-0.014494252,0.56592464,0.50935614,-0.018041033,0.5677507,0.53921455,-0.013688016,A
0.49731493,0.73509496,-6.337585e-10,0.45138955,0.7064327,-0.032138474,0.41390708,0.59146285,-0.039512068,0.4006834,0.483423,-0.044390284,0.39835978,0.4122581,-0.04430859,0.43480322,0.5012215,0.005130731,0.43000177,0.42615312,-0.004160244,0.4352005,0.5046365,-0.0013916541,0.43877393,0.5354562,0.00095005624,0.46981585,0.49666715,0.009449315,0.46155694,0.42058247,-0.016095567,0.46188128,0.52294457,-0.023114046,0.466537,0.54403615,-0.017459018,0.5008184,0.5000157,0.00818028,0.4968548,0.42851785,-0.019117653,0.49102357,0.5244382,-0.020665597,0.4967058,0.55353403,-0.0109324325,0.53388107,0.5051347,0.0033974666,0.5315481,0.44866025,-0.00943286,0.5234463,0.51477545,-0.008864259,0.5261873,0.54351485,-0.0024931757,A
0.4733743,0.7262876,-1.439981e-09,0.4250225,0.7157399,-0.04067484,0.38345453,0.5964338,-0.05162707,0.37165597,0.4807854,-0.058277085,0.36917222,0.41220742,-0.06023155,0.399918,0.50709844,-0.011020503,0.39240965,0.42470086,-0.026859058,0.4005277,0.5039357,-0.026340712,0.4061705,0.54191315,-0.024803078,0.43634123,0.49910837,-0.004126481,0.4256352,0.41840523,-0.03582404,0.42854154,0.5266942,-0.044350866,0.43540388,0.5526379,-0.03918269,0.46839532,0.49821872,-0.0033282149,0.46209553,0.42417955,-0.03633478,0.4574417,0.52767634,-0.03915996,0.4640644,0.5619988,-0.029543053,0.5027344,0.49750143,-0.006830423,0.4960671,0.44283262,-0.024194382,0.48894224,0.5148338,-0.025543725,0.4931234,0.5469632,-0.019917456,A
0.45361993,0.72696364,-2.3204287e-09,0.40722075,0.7117715,-0.03819296,0.36569682,0.5903314,-0.049024824,0.35272303,0.4744839,-0.056374773,0.35186365,0.4039812,-0.059078995,0.38262248,0.50103813,-0.009403811,0.3719707,0.42013907,-0.024812842,0.37988964,0.50109583,-0.023489347,0.3871017,0.53860414,-0.021410646,0.418843,0.49381953,-0.0042014797,0.4051528,0.4130153,-0.03588595,0.40851775,0.52439195,-0.043053348,0.41740617,0.5516673,-0.036672883,0.45096806,0.4944174,-0.0048744567,0.44224325,0.4186699,-0.03763955,0.4379298,0.5243947,-0.038300544,0.44676805,0.55961984,-0.02716713,0.4858931,0.49600184,-0.009753388,0.4771486,0.4403493,-0.026519235,0.46951467,0.5142942,-0.026053006,0.47490138,0.5474017,-0.019071098,A
0.43008047,0.73089796,-1.534758e-09,0.3799826,0.70328933,-0.031590406,0.33966732,0.58546734,-0.04080953,0.3269385,0.47582707,-0.048254088,0.32520992,0.4069245,-0.05097811,0.3585011,0.4977658,0.0012751229,0.35163057,0.4183163,-0.011253018,0.35729313,0.49690074,-0.009793023,0.36272475,0.5334477,-0.007797426,0.39475828,0.49313045,0.003799246,0.38335007,0.41575134,-0.024974683,0.3848487,0.5206022,-0.032785702,0.39230052,0.54786474,-0.027224319,0.42714646,0.49611446,0.0008558192,0.41899487,0.42341107,-0.029065637,0.4144104,0.5229901,-0.030034682,0.4227923,0.5597584,-0.019501893,0.46176857,0.5012085,-0.0057884823,0.4536588,0.4424025,-0.019999059,0.44607696,0.51148564,-0.018538382,0.45110512,0.54645485,-0.011324963,A
0.3902721,0.739149,-2.9794667e-09,0.3435792,0.7052518,-0.026544742,0.3061094,0.58756924,-0.034808394,0.2901597,0.48095378,-0.04227962,0.28068048,0.41007602,-0.04469125,0.3207553,0.498975,0.0028741339,0.30974227,0.4244722,-0.01042444,0.3155597,0.5047213,-0.008167166,0.32479548,0.5393266,-0.0056514763,0.3560539,0.49391702,0.0018269824,0.34082264,0.4160217,-0.029475426,0.34264347,0.52180773,-0.035613257,0.35287073,0.5446117,-0.02831743,0.3879255,0.4968072,-0.004417489,0.37621328,0.42019945,-0.036408428,0.37145326,0.52082896,-0.034444373,0.38294563,0.55415004,-0.021553671,0.42234275,0.5018312,-0.013998857,0.41199085,0.4446176,-0.02919105,0.40453166,0.51240796,-0.026026148,0.41243747,0.5424087,-0.01731231,A
0.3833002,0.7348783,-2.366801e-09,0.33476546,0.69792897,-0.023664571,0.29836118,0.5831987,-0.032305866,0.2832493,0.47885048,-0.04070309,0.27365276,0.4081909,-0.04415913,0.31544948,0.49749142,0.0021674423,0.3056257,0.4194153,-0.010656991,0.31066242,0.50158334,-0.0077502397,0.31862232,0.53888774,-0.004705187,0.35085106,0.49363276,-9.4712254e-07,0.33608043,0.4143502,-0.030360185,0.33746794,0.5211316,-0.03557748,0.3470904,0.54680276,-0.027847905,0.38351095,0.49764103,-0.0068184384,0.37122846,0.42259556,-0.0370447,0.36699426,0.52319074,-0.033937167,0.378541,0.5583956,-0.020692414,0.41811216,0.5034107,-0.016698064,0.40602595,0.44419992,-0.0300075,0.39751744,0.5120294,-0.02588199,0.4049222,0.54349643,-0.016902078,A
0.35559016,0.7478194,-3.2959218e-09,0.30677813,0.70471126,-0.026729176,0.27249792,0.5900267,-0.03683461,0.25698483,0.4866549,-0.04633604,0.24234681,0.41830134,-0.050324883,0.28534016,0.500648,0.0017671379,0.27347302,0.42641875,-0.013309322,0.27897847,0.50899494,-0.011398728,0.28842002,0.5422738,-0.00875768,0.32159594,0.49764314,-0.0005629544,0.30256313,0.41751927,-0.03409871,0.30478153,0.52684367,-0.03961742,0.31640008,0.54645187,-0.031137995,0.35480422,0.50341576,-0.008378898,0.33821687,0.42539394,-0.041930683,0.3336975,0.52838004,-0.0383022,0.34777206,0.55920464,-0.023741769,0.38974047,0.51168984,-0.019656923,0.37492073,0.452366,-0.034941662,0.3661743,0.52145374,-0.030494489,0.3761618,0.5489845,-0.020666465,A
0.34766486,0.74824727,-3.4792065e-09,0.29884008,0.6983502,-0.017913604,0.26500905,0.5879499,-0.026456192,0.2487846,0.48935783,-0.036467552,0.2384418,0.42123938,-0.041483957,0.2815318,0.50183636,0.0066464986,0.26746985,0.42569196,-0.005688936,0.27117294,0.5063829,-0.0026271993,0.28130478,0.54275316,0.00048230067,0.3152419,0.49832904,0.0005801332,0.29589227,0.4189056,-0.030745942,0.29742116,0.52301466,-0.036126807,0.30931348,0.5474147,-0.028170994,0.34775537,0.50315356,-0.009542045,0.33040112,0.4249903,-0.039766442,0.32578582,0.52311397,-0.03546586,0.33977288,0.55847347,-0.021532409,0.3824261,0.5127292,-0.022397887,0.36687022,0.44672087,-0.035238765,0.3571032,0.5119409,-0.029640716,0.36620504,0.5449585,-0.019779902,A
0.36665887,0.65979934,-2.41331e-09,0.31112805,0.61865324,-0.0167459,0.27135617,0.5252212,-0.021951353,0.2500408,0.43511596,-0.029254671,0.23500016,0.3718422,-0.031822786,0.2805249,0.43942222,0.021345424,0.26608986,0.36929637,0.012272272,0.2772411,0.44591346,0.014017922,0.28864202,0.47831213,0.01567386,0.31304866,0.4258398,0.016000079,0.29485986,0.35449123,-0.011935509,0.30527106,0.45482066,-0.02198218,0.31647724,0.4778859,-0.017876906,0.34447253,0.4207697,0.005916914,0.32897466,0.34984004,-0.022155875,0.33117768,0.44576874,-0.024018783,0.34299147,0.47801378,-0.014800754,0.37814626,0.41895998,-0.0067328555,0.36400825,0.3615239,-0.018107075,0.36057854,0.42726174,-0.016032664,0.36967102,0.45802647,-0.009394857,A
0.37234235,0.60457766,-2.6839846e-09,0.31616625,0.5699202,-0.017164132,0.27227432,0.48160785,-0.024064116,0.24652848,0.39446864,-0.033054788,0.23317635,0.3241731,-0.037570894,0.28217888,0.39441702,0.017453847,0.2635959,0.31972012,0.008954987,0.27536753,0.39575818,0.011763383,0.2885507,0.4352534,0.01425081,0.31386393,0.3782693,0.012896671,0.29304764,0.30176234,-0.015282231,0.30425265,0.40108964,-0.025043568,0.31665707,0.4342218,-0.020463066,0.34493437,0.37112245,0.0042033684,0.32730117,0.29665205,-0.023287293,0.33076856,0.3911366,-0.025504498,0.34327272,0.42942575,-0.01662509,0.37848753,0.36948717,-0.0068803313,0.36243668,0.30972773,-0.018138442,0.35980713,0.37501073,-0.016351206,0.36926788,0.41114658,-0.009935475,A
0.3834002,0.58832014,-1.8985276e-09,0.3292165,0.55834687,-0.020034123,0.28756374,0.4611511,-0.026444046,0.2678717,0.3665195,-0.034229152,0.25465387,0.29949033,-0.03763506,0.2986516,0.3765522,0.01622764,0.2836063,0.29872784,0.0062555154,0.29436338,0.37336743,0.0077429386,0.30643907,0.4155502,0.009487424,0.33146366,0.36118338,0.012968856,0.31473157,0.28066134,-0.015972245,0.32356516,0.3798505,-0.027162064,0.3353427,0.41573995,-0.023662485,0.36246327,0.35429242,0.005126586,0.34857202,0.27579638,-0.023335941,0.34997812,0.371588,-0.026735563,0.36115953,0.41319966,-0.018581593,0.396445,0.35147595,-0.00554151,0.3828953,0.2908087,-0.017757118,0.37955013,0.35632113,-0.01700211,0.38757345,0.39324963,-0.011212089,A
0.39590788,0.5779115,-1.456629e-09,0.33949265,0.5394387,-0.019041143,0.29974896,0.44534385,-0.025881441,0.28094903,0.35398716,-0.03424186,0.2688918,0.28919256,-0.038395982,0.31288764,0.36009473,0.013977013,0.30207866,0.2821278,0.0021604593,0.3098028,0.35565883,0.0026065453,0.319205,0.39637876,0.004013528,0.34665996,0.34819555,0.0099165365,0.33373237,0.26537552,-0.021062844,0.33832344,0.36548686,-0.032161422,0.3473292,0.40131566,-0.028375672,0.37856713,0.34657788,0.0013131173,0.36817926,0.2654549,-0.029131688,0.36556792,0.35918427,-0.032049403,0.37427938,0.39970174,-0.023214731,0.41304976,0.34976628,-0.009920783,0.40269938,0.28768262,-0.02368711,0.39626315,0.35006782,-0.02293627,0.40179497,0.3846825,-0.016941024,A
0.4179199,0.5522517,-1.6410608e-09,0.365865,0.5135191,-0.023532026,0.32552022,0.4174143,-0.03018085,0.3070982,0.32373333,-0.036726817,0.3038104,0.25342447,-0.03878597,0.34249997,0.32891303,0.010943635,0.33215278,0.25287598,0.0013056125,0.34014577,0.3291076,0.0032186036,0.3487342,0.36734176,0.0053681927,0.37605393,0.318724,0.010994554,0.36315164,0.23941667,-0.017616112,0.36763376,0.34071338,-0.0277711,0.37555715,0.37134886,-0.023526585,0.40784097,0.31735468,0.0064141536,0.3978681,0.2393003,-0.02225888,0.39451718,0.3326425,-0.026140925,0.40196714,0.37014493,-0.017959896,0.44172397,0.3195762,-0.0008509413,0.43251464,0.25698334,-0.013717234,0.42524958,0.31789285,-0.014221772,0.42955804,0.35142702,-0.009152834,A
0.4296943,0.5381402,-1.3565223e-09,0.37680274,0.4939123,-0.019560203,0.34139758,0.40151522,-0.026131095,0.33015266,0.31012067,-0.033800244,0.33093286,0.24605368,-0.03732786,0.35612693,0.31021127,0.01241845,0.349696,0.23132889,0.0012584287,0.35607862,0.3037091,0.0014010719,0.3642446,0.343723,0.0022295837,0.38985667,0.30161744,0.009219926,0.3814329,0.22093004,-0.020579528,0.3836243,0.31948844,-0.032272413,0.3904375,0.35208103,-0.029713819,0.42153856,0.3025752,0.0016281918,0.41536912,0.22305489,-0.027960755,0.40961495,0.31351405,-0.032701243,0.4144089,0.35271224,-0.025788797,0.4555753,0.30792895,-0.008475002,0.44687515,0.24452686,-0.022228923,0.4386115,0.3042717,-0.023172963,0.44151944,0.33982018,-0.018947687,A
0.44273543,0.5202458,-5.3865895e-10,0.38920617,0.47773856,-0.025203364,0.35054225,0.3800133,-0.03123546,0.33489048,0.28125897,-0.03717812,0.33273363,0.20776857,-0.03882722,0.36916995,0.2932892,0.015605505,0.36362296,0.21028173,0.006670174,0.37038186,0.28674313,0.008280828,0.37692598,0.3287469,0.009974407,0.40350083,0.28528985,0.016416997,0.39617085,0.1992682,-0.012628149,0.39888287,0.3021806,-0.0252094,0.40470055,0.33833832,-0.02226117,0.43517086,0.28632653,0.012109586,0.43012053,0.20358537,-0.018418957,0.4255691,0.29767135,-0.025987891,0.43069676,0.33781874,-0.019626778,0.46807286,0.292095,0.0050992374,0.46252286,0.22758624,-0.009714734,0.45503873,0.29060668,-0.012774135,0.45798048,0.32715818,-0.009169171,A
0.4561395,0.49575135,-6.6835526e-10,0.40241978,0.4517517,-0.02068224,0.36371005,0.34962344,-0.025384374,0.34924614,0.25000924,-0.031224802,0.34617266,0.17918587,-0.03289207,0.38395005,0.26279598,0.019887563,0.38004664,0.17919895,0.011786777,0.385893,0.25737762,0.013707835,0.39117727,0.30250928,0.0155441435,0.41904643,0.25580806,0.018084291,0.4137884,0.17063768,-0.009666637,0.41542783,0.2727728,-0.022098832,0.42015994,0.3113931,-0.01951353,0.4515522,0.25744113,0.011566891,0.44844958,0.1772074,-0.01695345,0.4436607,0.27240586,-0.023292938,0.4476534,0.31559744,-0.016741646,0.48583168,0.26231822,0.0024307638,0.4807764,0.1968312,-0.01024945,0.47320977,0.26078144,-0.0118555,0.47510248,0.2999021,-0.0077262446,A
0.47780943,0.45819813,8.883422e-10,0.42287502,0.40818128,-0.027238848,0.38430065,0.31581283,-0.02952034,0.36827552,0.2143775,-0.030707842,0.36485395,0.14374252,-0.02721014,0.4011489,0.22370814,0.026101802,0.40214255,0.14003533,0.021341272,0.410021,0.21784337,0.023670735,0.4132605,0.26244748,0.025284559,0.43780613,0.21811305,0.030466568,0.43673822,0.13417624,0.0044641234,0.43915915,0.23820183,-0.011247287,0.43979645,0.27244985,-0.010670162,0.47020394,0.22061965,0.029191962,0.47218302,0.14182292,-0.0010474665,0.4676471,0.23538196,-0.014869868,0.46683007,0.27308536,-0.01213943,0.50301903,0.22440706,0.025521409,0.50294214,0.160976,0.010487858,0.49664098,0.2233378,0.0030239373,0.49503288,0.2600579,0.0034997596,A
0.4900895,0.4310066,-1.9008164e-10,0.43772814,0.38803303,-0.030230368,0.39949292,0.28630447,-0.035551544,0.3845356,0.18227404,-0.039375544,0.38036874,0.11216939,-0.038426217,0.41969782,0.1937336,0.01652057,0.41857642,0.11329351,0.0075244815,0.42489526,0.1943889,0.008773485,0.42952457,0.23628747,0.0102328,0.45555782,0.18882047,0.020155758,0.45206693,0.104876444,-0.009497681,0.4526616,0.21271485,-0.023538744,0.4558931,0.24426864,-0.02134891,0.4874833,0.19195375,0.017867913,0.48660406,0.1114051,-0.0147743095,0.48031422,0.2095687,-0.02474894,0.48340765,0.24836281,-0.019094601,0.52018344,0.19682345,0.012575401,0.51795673,0.1327241,-0.003990993,0.5095112,0.19741686,-0.009208838,0.51024806,0.23286326,-0.0067200125,A
0.511545,0.40780002,-6.676398e-10,0.45819792,0.36502615,-0.024512889,0.41834033,0.26471487,-0.029706025,0.40172595,0.16497622,-0.03503128,0.39773947,0.09583162,-0.035916276,0.4377737,0.174127,0.017856197,0.4322964,0.094892025,0.008922251,0.4401139,0.17487152,0.010282499,0.44724506,0.21469268,0.01170318,0.4722386,0.16692612,0.017812397,0.46472067,0.08263311,-0.011474262,0.46761456,0.18875104,-0.024491033,0.47321427,0.22201791,-0.021910813,0.50383484,0.16837421,0.012500266,0.498725,0.08627561,-0.018233305,0.49435386,0.18312919,-0.025781838,0.49965134,0.2227646,-0.01942046,0.5370016,0.17211834,0.0044075446,0.53077656,0.106966764,-0.010242837,0.5235485,0.17205487,-0.013234771,0.5264634,0.2080532,-0.009732934,A
0.53215903,0.3947417,3.0274705e-10,0.47656548,0.34733504,-0.022194294,0.43715855,0.25412983,-0.0261875,0.41928512,0.15788953,-0.030612383,0.41391093,0.089625105,-0.030801803,0.45301348,0.16613442,0.020078193,0.44718164,0.08569595,0.011727445,0.45622286,0.16426234,0.012979556,0.46395916,0.20570101,0.014413204,0.4873085,0.15588222,0.019611256,0.47855967,0.070050076,-0.009590594,0.4830696,0.17459148,-0.023617696,0.4895426,0.21107817,-0.021839378,0.5188048,0.15534359,0.014167919,0.5124389,0.071452975,-0.01685404,0.50911415,0.16562247,-0.02599481,0.51513237,0.20762777,-0.020737922,0.5514814,0.1571987,0.006327607,0.5439982,0.09202542,-0.008609375,0.5374403,0.15444572,-0.012725164,0.5409987,0.1908918,-0.010211197,A
